,x,bDataA,bCDF_A,bDataB,bCDF_B,below,on,above,totals,losses,pushes,wins,LPWtotal
111,111,5.794504193071086e-29,0.9999999999999999,5.50619349914567e-09,0.9999999933562008,0.9999999999999999,6.274027074532333e-56,1.1102230246251565e-16,1.0,5.794504193071084e-29,3.6354876190819123e-84,6.433191971434533e-45,5.794504193071086e-29
112,112,1.6006612314376732e-29,0.9999999999999999,3.0420449829963e-09,0.9999999963982458,0.9999999999999999,4.808952340347929e-57,1.1102230246251565e-16,1.0,1.600661231437673e-29,7.697503575026397e-86,1.7770909537669613e-45,1.6006612314376732e-29
113,113,4.382501699135563e-30,0.9999999999999999,1.6657864155134105e-09,0.9999999980640323,0.9999999999999999,3.620898479040441e-58,1.1102230246251565e-16,1.0,4.382501699135562e-30,1.5868593736792106e-87,4.8655542918391725e-46,4.382501699135563e-30
114,114,1.1893737110473976e-30,0.9999999999999999,9.041626763049009e-10,0.9999999989681948,0.9999999999999999,2.678627689410352e-59,1.1102230246251565e-16,1.0,1.1893737110473974e-30,3.185889355468306e-89,1.3204700788886887e-46,1.1893737110473976e-30
115,115,3.199790500183382e-31,0.9999999999999999,4.864977126680071e-10,0.9999999994546926,0.9999999999999999,1.9471778095899094e-60,1.1102230246251565e-16,1.0,3.1997905001833816e-31,6.230561057293678e-91,3.552481087280437e-47,3.199790500183382e-31
116,116,8.534234237012915e-32,0.9999999999999999,2.59510440113485e-10,0.9999999997142031,0.9999999999999999,1.3911119841555272e-61,1.1102230246251565e-16,1.0,8.534234237012914e-32,1.1872075522699068e-92,9.474903347476043e-48,8.534234237012915e-32
117,117,2.2567304171952457e-32,0.9999999999999999,1.3724640442579115e-10,0.9999999998514495,0.9999999999999999,9.768921359228222e-63,1.1102230246251565e-16,1.0,2.2567304171952454e-32,2.2045821974558653e-94,2.505474069542097e-48,2.2567304171952457e-32
118,118,5.9169599091188946e-33,0.9999999999999999,7.19699063086411e-11,0.9999999999234194,0.9999999999999999,6.744083214202968e-64,1.1102230246251565e-16,1.0,5.916959909118894e-33,3.9904470002200655e-96,6.5691451268877705e-49,5.9169599091188946e-33
119,119,1.5383408887840069e-33,0.9999999999999999,3.7422768395396004e-11,0.9999999999608421,0.9999999999999999,4.5777669824368775e-65,1.1102230246251565e-16,1.0,1.5383408887840067e-33,7.042166128408028e-98,1.7079014744503317e-49,1.5383408887840069e-33
120,120,3.966178247578219e-34,0.9999999999999999,1.9296856801238666e-11,0.999999999980139,0.9999999999999999,3.055627828493932e-66,1.1102230246251565e-16,1.0,3.9661782475782184e-34,1.2119164626067303e-99,4.403342410228794e-50,3.966178247578219e-34
121,121,1.014116194041645e-34,0.9999999999999999,9.868089531129486e-12,0.9999999999900071,0.9999999999999999,2.005967087367603e-67,1.1102230246251565e-16,1.0,1.0141161940416448e-34,2.0342837080140374e-101,1.1258951482702673e-50,1.014116194041645e-34
122,122,2.5717497401406866e-35,0.9999999999999999,5.0050115657949984e-12,0.9999999999950121,0.9999999999999999,1.2953388052262436e-68,1.1102230246251565e-16,1.0,2.571749740140686e-35,3.3312872357347394e-103,2.8552157750779534e-51,2.5717497401406866e-35
123,123,6.468809890387936e-36,0.9999999999999999,2.517861205020615e-12,0.99999999999753,0.9999999999999999,8.22882243268992e-70,1.1102230246251565e-16,1.0,6.468809890387934e-36,5.3230687938830665e-105,7.181821682231621e-52,6.468809890387936e-36
124,124,1.61399974799124e-36,0.9999999999999999,1.256440359581493e-12,0.9999999999987864,0.9999999999999999,5.1433306796676096e-71,1.1102230246251565e-16,1.0,1.6139997479912396e-36,8.301334420819135e-107,1.7918996819590748e-52,1.61399974799124e-36
125,125,3.994791985874577e-37,0.9999999999999999,6.219616447167426e-13,0.9999999999994084,0.9999999999999999,3.1634454389058067e-72,1.1102230246251565e-16,1.0,3.994791985874576e-37,1.2637306487092399e-108,4.435110041306008e-53,3.994791985874577e-37
126,126,9.808990448623392e-38,0.9999999999999999,3.054391922751897e-13,0.9999999999997138,0.9999999999999999,1.9148784186190725e-73,1.1102230246251565e-16,1.0,9.80899044862339e-38,1.878302411850955e-110,1.0890167044389934e-53,9.808990448623392e-38
127,127,2.38957813741657e-38,0.9999999999999999,1.488170545878571e-13,0.9999999999998626,0.9999999999999999,1.140885232023067e-74,1.1102230246251565e-16,1.0,2.3895781374165694e-38,2.7262344077437514e-112,2.652964667300772e-54,2.38957813741657e-38
128,128,5.775796773919409e-39,0.9999999999999999,7.194065536367979e-14,0.9999999999999345,0.9999999999999999,6.6913950892266e-76,1.1102230246251565e-16,1.0,5.7757967739194086e-39,3.864813816937517e-114,6.412422563961028e-55,5.775796773919409e-39
129,129,1.3852328528959499e-39,0.9999999999999999,3.4507721670900587e-14,0.999999999999969,0.9999999999999999,3.863834983822567e-77,1.1102230246251565e-16,1.0,1.3852328528959497e-39,5.35231115775971e-116,1.537917407752276e-55,1.3852328528959499e-39
130,130,3.2967041860894127e-40,0.9999999999999999,1.6424966809446347e-14,0.9999999999999855,0.9999999999999999,2.196848236481618e-78,1.1102230246251565e-16,1.0,3.2967041860894123e-40,7.242358777412094e-118,3.6600768927746026e-56,3.2967041860894127e-40
131,131,7.785906990282774e-41,0.9999999999999999,7.758267504840033e-15,0.9999999999999932,0.9999999999999999,1.2300215505644155e-79,1.1102230246251565e-16,1.0,7.785906990282773e-41,9.57683338873794e-120,8.644093208201891e-57,7.785906990282774e-41
132,132,1.824886069809329e-41,0.9999999999999999,3.636824232834115e-15,0.9999999999999969,0.9999999999999999,6.782774497312944e-81,1.1102230246251565e-16,1.0,1.8248860698093287e-41,1.2377790694804366e-121,2.0260305320200278e-57,1.824886069809329e-41
133,133,4.245067307204576e-42,0.9999999999999999,1.692006995337374e-15,0.9999999999999986,0.9999999999999999,3.6841225435549065e-82,1.1102230246251565e-16,1.0,4.2450673072045754e-42,1.56393481653803e-123,4.712971465542033e-58,4.245067307204576e-42
134,134,9.801221385139187e-43,0.9999999999999999,7.813197279157562e-16,0.9999999999999993,0.9999999999999999,1.9712516113571565e-83,1.1102230246251565e-16,1.0,9.801221385139186e-43,1.9320673448723845e-125,1.0881541651229995e-58,9.801221385139187e-43
135,135,2.2461918155156336e-43,0.9999999999999999,3.5811824641022377e-16,0.9999999999999997,0.9999999999999999,1.0391540820556651e-84,1.1102230246251565e-16,1.0,2.246191815515633e-43,2.334139394173096e-127,2.4937738713100383e-59,2.2461918155156336e-43
136,136,5.109851527481371e-44,0.9999999999999999,1.6293669681620323e-16,0.9999999999999999,0.9999999999999999,5.3975360509829566e-86,1.1102230246251565e-16,1.0,5.10985152748137e-44,2.7580607834751025e-129,5.673074818225844e-60,5.109851527481371e-44
137,137,1.153952749278597e-44,0.9999999999999999,7.359184142366485e-17,0.9999999999999999,0.9999999999999999,2.7627146073149758e-87,1.1102230246251565e-16,1.0,1.1539527492785967e-44,3.188042116583256e-131,1.281144911578599e-60,1.153952749278597e-44
138,138,2.5870764089710722e-45,0.9999999999999999,3.2997566829693266e-17,0.9999999999999999,0.9999999999999999,1.393630935460501e-88,1.1102230246251565e-16,1.0,2.587076408971072e-45,3.605429715942149e-133,2.8722317957042523e-61,2.5870764089710722e-45
139,139,5.7583056156526615e-46,0.9999999999999999,1.468920831282995e-17,0.9999999999999999,0.9999999999999999,6.929096656545203e-90,1.1102230246251565e-16,1.0,5.758305615652661e-46,3.989985618878432e-135,6.393003477325922e-62,5.7583056156526615e-46
140,140,1.2725266502421284e-46,0.9999999999999999,6.492344894153521e-18,0.9999999999999999,0.9999999999999999,3.3959997874697086e-91,1.1102230246251565e-16,1.0,1.2725266502421282e-46,4.321500233771808e-137,1.4127883865479345e-62,1.2725266502421284e-46
141,141,2.7922092840082313e-47,0.9999999999999999,2.8491392835306293e-18,0.9999999999999999,0.9999999999999999,1.640836725062666e-92,1.1102230246251565e-16,1.0,2.792209284008231e-47,4.581559537261638e-139,3.0999750366780613e-63,2.7922092840082313e-47
142,142,6.083587889472767e-48,0.9999999999999999,1.2415279988985326e-18,0.9999999999999999,0.9999999999999999,7.816522775383376e-94,1.1102230246251565e-16,1.0,6.083587889472766e-48,4.755250329411037e-141,6.754139347223428e-64,6.083587889472767e-48
143,143,1.3162060516638582e-48,0.9999999999999999,5.372193317903597e-19,0.9999999999999999,0.9999999999999999,3.67160179476315e-95,1.1102230246251565e-16,1.0,1.3162060516638581e-48,4.832584501567142e-143,1.4612822637081837e-64,1.3162060516638582e-48
144,144,2.827883383320259e-49,0.9999999999999999,2.3084488849414694e-19,0.9999999999999999,0.9999999999999999,1.7007244503971547e-96,1.1102230246251565e-16,1.0,2.8278833833202588e-49,4.809450412884594e-145,3.139581243117039e-65,2.827883383320259e-49
145,145,6.033836539808498e-50,0.9999999999999999,9.851068179266465e-20,0.9999999999999999,0.9999999999999999,7.769457662934321e-98,1.1102230246251565e-16,1.0,6.033836539808497e-50,4.687963754110824e-147,6.698904253319979e-66,6.033836539808498e-50
146,146,1.2786177033198814e-50,0.9999999999999999,4.1750484040189435e-20,0.9999999999999999,0.9999999999999999,3.500800439647932e-99,1.1102230246251565e-16,1.0,1.2786177033198812e-50,4.47618541792387e-149,1.4195508139190698e-66,1.2786177033198814e-50
147,147,2.691059950337558e-51,0.9999999999999999,1.757418493071192e-20,0.9999999999999999,0.9999999999999999,1.5559826660056636e-100,1.1102230246251565e-16,1.0,2.6910599503375575e-51,4.187242635907303e-151,2.987676717511387e-67,2.691059950337558e-51
148,148,5.625506361897111e-52,0.9999999999999999,7.34758225969733e-21,0.9999999999999999,0.9999999999999999,6.8224951228495915e-102,1.1102230246251565e-16,1.0,5.62550636189711e-52,3.837998971760239e-153,6.245566688153471e-68,5.625506361897111e-52
149,149,1.1680872156098182e-52,0.9999999999999999,3.051329621032994e-21,0.9999999999999999,0.9999999999999999,2.9513628442527233e-103,1.1102230246251565e-16,1.0,1.168087215609818e-52,3.4474492069974373e-155,1.2968373215403098e-68,1.1680872156098182e-52
150,150,2.4092613868570545e-53,0.9999999999999999,1.2587190123987461e-21,0.9999999999999999,0.9999999999999999,1.2597434978962907e-104,1.1102230246251565e-16,1.0,2.409261386857054e-53,3.0350513668257744e-157,2.6748174640290384e-69,2.4092613868570545e-53
151,151,4.9363601860468467e-54,0.9999999999999999,5.158016537489044e-22,0.9999999999999999,0.9999999999999999,5.305917661414621e-106,1.1102230246251565e-16,1.0,4.936360186046846e-54,2.619192069424993e-159,5.4804607363921306e-70,4.9363601860468467e-54
152,152,1.0047616991768296e-54,0.9999999999999999,2.0997615488420163e-22,0.9999999999999999,0.9999999999999999,2.205443662984086e-107,1.1102230246251565e-16,1.0,1.0047616991768294e-54,2.2159453222586613e-161,1.1155095726876114e-70,1.0047616991768296e-54
153,153,2.0317554427747518e-55,0.9999999999999999,8.491987696293165e-23,0.9999999999999999,0.9999999999999999,9.047451563351852e-109,1.1102230246251565e-16,1.0,2.0317554427747514e-55,1.838220895708106e-163,2.255701672976009e-71,2.0317554427747518e-55
154,154,4.081788347302234e-56,0.9999999999999999,3.4120817155062913e-23,0.9999999999999999,0.9999999999999999,3.663435810554416e-110,1.1102230246251565e-16,1.0,4.081788347302233e-56,1.495336960261073e-165,4.531695404821605e-72,4.081788347302234e-56
155,155,8.147390066300096e-57,0.9999999999999999,1.3621297196230828e-23,0.9999999999999999,0.9999999999999999,1.4642650563532548e-111,1.1102230246251565e-16,1.0,8.147390066300094e-57,1.1929938574562858e-167,9.045420042208647e-73,8.147390066300096e-57
156,156,1.6158223431244475e-57,0.9999999999999999,5.402870848317136e-24,0.9999999999999999,0.9999999999999999,5.777711893377993e-113,1.1102230246251565e-16,1.0,1.6158223431244472e-57,9.335755969456017e-170,1.7939231690405317e-73,1.6158223431244475e-57
157,157,3.1841508159972233e-58,0.9999999999999999,2.129392030348435e-24,0.9999999999999999,0.9999999999999999,2.250779294504762e-114,1.1102230246251565e-16,1.0,3.184150815997223e-58,7.166820727226992e-172,3.5351175497990975e-74,3.1841508159972233e-58
158,158,6.234995917355506e-59,0.9999999999999999,8.33929208913639e-25,0.9999999999999999,0.9999999999999999,8.657374124117355e-116,1.1102230246251565e-16,1.0,6.234995917355505e-59,5.397869231889091e-174,6.922236025891933e-75,6.234995917355506e-59
159,159,1.2132174509130546e-59,0.9999999999999999,3.24535849922149e-25,0.9999999999999999,0.9999999999999999,3.2881419706976274e-117,1.1102230246251565e-16,1.0,1.2132174509130544e-59,3.989231219930003e-176,1.346941947880714e-75,1.2132174509130546e-59
160,160,2.345947114973834e-60,0.9999999999999999,1.255085362749313e-25,0.9999999999999999,0.9999999999999999,1.2332767069323892e-118,1.1102230246251565e-16,1.0,2.3459471149738337e-60,2.893201932592469e-178,2.6045245015969098e-76,2.345947114973834e-60
161,161,4.508082833672061e-61,0.9999999999999999,4.8236740338774605e-26,0.9999999999999999,0.9999999999999999,4.5682526832208434e-120,1.1102230246251565e-16,1.0,4.5080828336720604e-61,2.0594061501104214e-180,5.004977358860142e-77,4.508082833672061e-61
162,162,8.609469018241158e-62,0.9999999999999999,1.8424404074814588e-26,0.9999999999999999,0.9999999999999999,1.671294432306254e-121,1.1102230246251565e-16,1.0,8.609469018241156e-62,1.4388957635299637e-182,9.558430733848275e-78,8.609469018241158e-62
163,163,1.6341361030867788e-62,0.9999999999999999,6.994172266692992e-27,0.9999999999999999,0.9999999999999999,6.039517182784097e-123,1.1102230246251565e-16,1.0,1.6341361030867786e-62,9.869393073600445e-185,1.8142555270181701e-78,1.6341361030867788e-62
164,164,3.082789135166115e-63,0.9999999999999999,2.638900023789717e-27,0.9999999999999999,0.9999999999999999,2.155910519980925e-124,1.1102230246251565e-16,1.0,3.0827891351661146e-63,6.646217527387525e-187,3.422583477925695e-79,3.082789135166115e-63
165,165,5.7804184510246465e-64,0.9999999999999999,9.896221642748408e-28,0.9999999999999999,0.9999999999999999,7.602752773499377e-126,1.1102230246251565e-16,1.0,5.780418451024646e-64,4.39470924105146e-189,6.417553656295645e-80,5.7804184510246465e-64
166,166,1.0773344499304712e-64,0.9999999999999999,3.6888559803436618e-28,0.9999999999999999,0.9999999999999999,2.6488332121781812e-127,1.1102230246251565e-16,1.0,1.077334449930471e-64,2.853679271599544e-191,1.196081511534687e-80,1.0773344499304712e-64
167,167,1.9958753606981834e-65,0.9999999999999999,1.366801940550609e-28,0.9999999999999999,0.9999999999999999,9.118294979954398e-129,1.1102230246251565e-16,1.0,1.995875360698183e-65,1.819898028206892e-193,2.2158667797291625e-81,1.9958753606981834e-65
168,168,3.675559385137243e-66,0.9999999999999999,5.0341555588214535e-29,0.9999999999999999,0.9999999999999999,3.101552298085223e-130,1.1102230246251565e-16,1.0,3.6755593851372426e-66,1.1399939657721126e-195,4.0806906577564507e-82,3.675559385137243e-66
169,169,6.728774781179506e-67,0.9999999999999999,1.8431903894089878e-29,0.9999999999999999,0.9999999999999999,1.0425141220827722e-131,1.1102230246251565e-16,1.0,6.728774781179504e-67,7.014842733694049e-198,7.470440689582587e-83,6.728774781179506e-67
170,170,1.2245776297113645e-67,0.9999999999999999,6.708903485372332e-30,0.9999999999999999,0.9999999999999999,3.4630012291749844e-133,1.1102230246251565e-16,1.0,1.2245776297113644e-67,4.2407138369106446e-200,1.3595542799464561e-83,1.2245776297113645e-67
171,171,2.215590120075505e-68,0.9999999999999999,2.427647687299948e-30,0.9999999999999999,0.9999999999999999,1.1368975663077753e-134,1.1102230246251565e-16,1.0,2.2155901200755045e-68,2.518899015449393e-202,2.459799164439841e-84,2.215590120075505e-68
172,172,3.9852917458292876e-69,0.9999999999999999,8.733480951062015e-31,0.9999999999999999,0.9999999999999999,3.689077804485152e-136,1.1102230246251565e-16,1.0,3.985291745829287e-69,1.4702051323936705e-204,4.4245626560682623e-85,3.9852917458292876e-69
173,173,7.12710510080047e-70,0.9999999999999999,3.123715254089889e-31,0.9999999999999999,0.9999999999999999,1.183236444913369e-137,1.1102230246251565e-16,1.0,7.127105100800469e-70,8.433050501995088e-207,7.912676181832079e-86,7.12710510080047e-70
174,174,1.2672521409535797e-70,0.9999999999999999,1.110842088542881e-31,0.9999999999999999,0.9999999999999999,3.751557454300935e-139,1.1102230246251565e-16,1.0,1.2672521409535795e-70,4.754169215873221e-209,1.4069325048921884e-86,1.2672521409535797e-70
175,175,2.2403921013283056e-71,0.9999999999999999,3.9277545744997173e-32,0.9999999999999999,0.9999999999999999,1.175890187381078e-140,1.1102230246251565e-16,1.0,2.2403921013283052e-71,2.6344550878380284e-211,2.4873348950830216e-87,2.2403921013283056e-71
176,176,3.9383145347338186e-72,0.9999999999999999,1.3808983987794435e-32,0.9999999999999999,0.9999999999999999,3.643892182297787e-142,1.1102230246251565e-16,1.0,3.938314534733818e-72,1.4350793544546308e-213,4.372407474677396e-88,3.9383145347338186e-72
177,177,6.883925269057127e-73,0.9999999999999999,4.827457870461727e-33,0.9999999999999999,0.9999999999999999,1.1164413636477148e-143,1.1102230246251565e-16,1.0,6.883925269057126e-73,7.685498914635101e-216,7.642692333506148e-89,6.883925269057127e-73
178,178,1.1965066104133632e-73,0.9999999999999999,1.6781410659159705e-33,0.9999999999999999,0.9999999999999999,3.382250893546984e-145,1.1102230246251565e-16,1.0,1.196506610413363e-73,4.046885552205471e-218,1.3283891879971179e-89,1.1965066104133632e-73
179,179,2.068050003861906e-74,0.9999999999999999,5.8010340662019275e-34,0.9999999999999999,0.9999999999999999,1.013217574663449e-146,1.1102230246251565e-16,1.0,2.0680500038619055e-74,2.095384609195697e-220,2.295996730363632e-90,2.068050003861906e-74
180,180,3.5545727495058084e-75,0.9999999999999999,1.9941728769133838e-34,0.9999999999999999,0.9999999999999999,3.0016063951013038e-148,1.1102230246251565e-16,1.0,3.554572749505808e-75,1.0669428296769459e-222,3.9463685092064975e-91,3.5545727495058084e-75
181,181,6.075859239381297e-76,0.9999999999999999,6.817326898095756e-35,0.9999999999999999,0.9999999999999999,8.79398737760494e-150,1.1102230246251565e-16,1.0,6.075859239381295e-76,5.3431029459223474e-225,6.745558821942606e-92,6.075859239381297e-76
182,182,1.0328450358793439e-76,0.9999999999999999,2.3177820732693664e-35,0.9999999999999999,0.9999999999999999,2.548153276056269e-151,1.1102230246251565e-16,1.0,1.0328450358793437e-76,2.631847461834405e-227,1.1466883397030435e-92,1.0328450358793439e-76
183,183,1.7461553555086873e-77,0.9999999999999999,7.837026780271028e-36,0.9999999999999999,0.9999999999999999,7.302964431781377e-153,1.1102230246251565e-16,1.0,1.746155355508687e-77,1.2752110453644509e-229,1.9386218802582703e-93,1.7461553555086873e-77
184,184,2.9360526552497284e-78,0.9999999999999999,2.6355017445762514e-36,0.9999999999999999,0.9999999999999999,2.070297537530533e-154,1.1102230246251565e-16,1.0,2.936052655249728e-78,6.078502582223496e-232,3.2596732593700755e-94,2.9360526552497284e-78
185,185,4.910105755107683e-79,0.9999999999999999,8.814980010048651e-37,0.9999999999999999,0.9999999999999999,5.805665449283088e-156,1.1102230246251565e-16,1.0,4.9101057551076827e-79,2.8506431334754724e-234,5.45131246266504e-95,4.910105755107683e-79
186,186,8.16726428002102e-80,0.9999999999999999,2.9325006162786458e-37,0.9999999999999999,0.9999999999999999,1.610580189399235e-157,1.1102230246251565e-16,1.0,8.167264280021019e-80,1.3154034050989862e-236,9.067484851877939e-96,8.16726428002102e-80
187,187,1.3512436218404594e-80,0.9999999999999999,9.703450118812715e-38,0.9999999999999999,0.9999999999999999,4.420271722646331e-159,1.1102230246251565e-16,1.0,1.3512436218404592e-80,5.972863972027594e-239,1.500181780845166e-96,1.3512436218404594e-80
188,188,2.223691149177354e-81,0.9999999999999999,3.193728587162181e-38,0.9999999999999999,0.9999999999999999,1.2002640265464713e-160,1.1102230246251565e-16,1.0,2.2236911491773537e-81,2.669016492507361e-241,2.4687931134718723e-97,2.223691149177354e-81
189,189,3.640082766212733e-82,0.9999999999999999,1.0456005770841295e-38,0.9999999999999999,0.9999999999999999,3.224708325910223e-162,1.1102230246251565e-16,1.0,3.6400827662127323e-82,1.1738205203208517e-243,4.041303698590607e-98,3.640082766212733e-82
190,190,5.927290807793409e-83,0.9999999999999999,3.4051936012599024e-39,0.9999999999999999,0.9999999999999999,8.572634321277004e-164,1.1102230246251565e-16,1.0,5.927290807793408e-83,5.081249661107947e-246,6.580614728461286e-99,5.927290807793409e-83
191,191,9.601109481830532e-84,0.9999999999999999,1.1031587468632392e-39,0.9999999999999999,0.9999999999999999,2.255134737622145e-165,1.1102230246251565e-16,1.0,9.60110948183053e-84,2.165179551218939e-248,1.0659372808675163e-99,9.601109481830532e-84
192,192,1.547101118620471e-84,0.9999999999999999,3.5552185928024134e-40,0.9999999999999999,0.9999999999999999,5.870686742576508e-167,1.1102230246251565e-16,1.0,1.5471011186204707e-84,9.082546026510484e-251,1.7176272833157823e-100,1.547101118620471e-84
193,193,2.4800467855210232e-85,0.9999999999999999,1.139825843704769e-40,0.9999999999999999,0.9999999999999999,1.512471305176429e-168,1.1102230246251565e-16,1.0,2.480046785521023e-85,3.7509995985955894e-253,2.7534050434330472e-101,2.4800467855210232e-85
194,194,3.955091895181044e-86,0.9999999999999999,3.6355173539920806e-41,0.9999999999999999,0.9999999999999999,3.85647552861717e-170,1.1102230246251565e-16,1.0,3.955091895181043e-86,1.5252715107197803e-255,4.391034086538341e-102,3.955091895181044e-86
195,195,6.275096165624992e-87,0.9999999999999999,1.1536154047044252e-41,0.9999999999999999,0.9999999999999999,9.732454523505437e-172,1.1102230246251565e-16,1.0,6.275096165624991e-87,6.107208806256858e-258,6.966756244813901e-103,6.275096165624992e-87
196,196,9.905186840724174e-88,0.9999999999999999,3.6419531146602745e-42,0.9999999999999999,0.9999999999999999,2.4311146293123226e-173,1.1102230246251565e-16,1.0,9.905186840724173e-88,2.408064463455645e-260,1.0996966493786092e-103,9.905186840724174e-88
197,197,1.5555888238757677e-88,0.9999999999999999,1.14392489181992e-42,0.9999999999999999,0.9999999999999999,6.01121697248396e-175,1.1102230246251565e-16,1.0,1.5555888238757674e-88,9.350981940288376e-263,1.7270505291164447e-104,1.5555888238757677e-88
198,198,2.430680800740014e-89,0.9999999999999999,3.5748814491095447e-43,0.9999999999999999,0.9999999999999999,1.4713491436808657e-176,1.1102230246251565e-16,1.0,2.4306808007400136e-89,3.5763801147303405e-265,2.6985977904958757e-105,2.430680800740014e-89
199,199,3.7789671193424934e-90,0.9999999999999999,1.1115726289111863e-43,0.9999999999999999,0.9999999999999999,3.5652305454654476e-178,1.1102230246251565e-16,1.0,3.778967119342493e-90,1.347288900418943e-267,4.195496305195438e-106,3.7789671193424934e-90
200,200,5.845765492172996e-91,0.9999999999999999,3.4390392932175856e-44,0.9999999999999999,,,,,,,,
201,201,8.99794873816748e-92,0.9999999999999999,1.0586935832719054e-44,0.9999999999999999,,,,,,,,
202,202,1.3781304716207717e-92,0.9999999999999999,3.243008740486001e-45,0.9999999999999999,,,,,,,,
203,203,2.100353713928404e-93,0.9999999999999999,9.885103942912068e-46,0.9999999999999999,,,,,,,,
204,204,3.185373772632356e-94,0.9999999999999999,2.9983354441555443e-46,0.9999999999999999,,,,,,,,
205,205,4.807337337455341e-95,0.9999999999999999,9.050142856216746e-47,0.9999999999999999,,,,,,,,
206,206,7.219970569873024e-96,0.9999999999999999,2.7184245345950405e-47,0.9999999999999999,,,,,,,,
207,207,1.0791035270485273e-96,0.9999999999999999,8.125984385123869e-48,0.9999999999999999,,,,,,,,
208,208,1.6050838870857524e-97,0.9999999999999999,2.417361627615492e-48,0.9999999999999999,,,,,,,,
209,209,2.3760162402186646e-98,0.9999999999999999,7.15688948912797e-49,0.9999999999999999,,,,,,,,
210,210,3.5004834008479516e-99,0.9999999999999999,2.108792977240087e-49,0.9999999999999999,,,,,,,,
211,211,5.132671434911116e-100,0.9999999999999999,6.184155560653654e-50,0.9999999999999999,,,,,,,,
212,212,7.490407346483791e-101,0.9999999999999999,1.8049841617114043e-50,0.9999999999999999,,,,,,,,
213,213,1.0879868835083882e-101,0.9999999999999999,5.2435164678462644e-51,0.9999999999999999,,,,,,,,
214,214,1.5729237138801924e-102,0.9999999999999999,1.516134234289355e-51,0.9999999999999999,,,,,,,,
215,215,2.263429321534627e-103,0.9999999999999999,4.363429358371822e-52,0.9999999999999999,,,,,,,,
216,216,3.241984356758387e-104,0.9999999999999999,1.2499796545301055e-52,0.9999999999999999,,,,,,,,
217,217,4.622201477995526e-105,0.9999999999999999,3.564280863441113e-53,0.9999999999999999,,,,,,,,
218,218,6.559791329772519e-106,0.9999999999999999,1.011682153208571e-53,0.9999999999999999,,,,,,,,
219,219,9.267092752802801e-107,0.9999999999999999,2.8584367820791053e-54,0.9999999999999999,,,,,,,,
220,220,1.3032220340329328e-107,0.9999999999999999,8.039601333082864e-55,0.9999999999999999,,,,,,,,
221,221,1.824415250652229e-108,0.9999999999999999,2.250975721757488e-55,0.9999999999999999,,,,,,,,
222,222,2.542542692554331e-109,0.9999999999999999,6.274027074532333e-56,0.9999999999999999,,,,,,,,
223,223,3.527449920615053e-110,0.9999999999999999,1.7408847013456734e-56,0.9999999999999999,,,,,,,,
224,224,4.87203392167656e-111,0.9999999999999999,4.808952340347929e-57,0.9999999999999999,,,,,,,,
225,225,6.699234623704536e-112,0.9999999999999999,1.322502114867251e-57,0.9999999999999999,,,,,,,,
226,226,9.170946159932799e-113,0.9999999999999999,3.620898479040441e-58,0.9999999999999999,,,,,,,,
227,227,1.2499298371932903e-113,0.9999999999999999,9.870038743282758e-59,0.9999999999999999,,,,,,,,
228,228,1.6960869561491977e-114,0.9999999999999999,2.678627689410352e-59,0.9999999999999999,,,,,,,,
229,229,2.291447455210717e-115,0.9999999999999999,7.237776367975661e-60,0.9999999999999999,,,,,,,,
230,230,3.08233144496032e-116,0.9999999999999999,1.9471778095899094e-60,0.9999999999999999,,,,,,,,
231,231,4.128236505261846e-117,0.9999999999999999,5.2158111957245384e-61,0.9999999999999999,,,,,,,,
232,232,5.505208631794353e-118,0.9999999999999999,1.3911119841555272e-61,0.9999999999999999,,,,,,,,
233,233,7.309960178854678e-119,0.9999999999999999,3.694318532046639e-62,0.9999999999999999,,,,,,,,
234,234,9.66487560316335e-120,0.9999999999999999,9.768921359228222e-63,0.9999999999999999,,,,,,,,
235,235,1.2724053560269016e-120,0.9999999999999999,2.572212539038364e-63,0.9999999999999999,,,,,,,,
236,236,1.6680556683952769e-121,0.9999999999999999,6.744083214202968e-64,0.9999999999999999,,,,,,,,
237,237,2.1775053394853684e-122,0.9999999999999999,1.7607699839833863e-64,0.9999999999999999,,,,,,,,
238,238,2.830604986287715e-123,0.9999999999999999,4.5777669824368775e-65,0.9999999999999999,,,,,,,,
239,239,3.6641929247596894e-124,0.9999999999999999,1.185178499825882e-65,0.9999999999999999,,,,,,,,
240,240,4.723500943931136e-125,0.9999999999999999,3.055627828493932e-66,0.9999999999999999,,,,,,,,
241,241,6.063785778437013e-126,0.9999999999999999,7.845331836548067e-67,0.9999999999999999,,,,,,,,
242,242,7.752206234959595e-127,0.9999999999999999,2.005967087367603e-67,0.9999999999999999,,,,,,,,
243,243,9.869971323076788e-128,0.9999999999999999,5.107935370395795e-68,0.9999999999999999,,,,,,,,
244,244,1.251476952217385e-128,0.9999999999999999,1.2953388052262436e-68,0.9999999999999999,,,,,,,,
245,245,1.5803508912924093e-129,0.9999999999999999,3.2714859805334e-69,0.9999999999999999,,,,,,,,
246,246,1.98753660331182e-130,0.9999999999999999,8.22882243268992e-70,0.9999999999999999,,,,,,,,
247,247,2.4895157699398966e-131,0.9999999999999999,2.0614293474792653e-70,0.9999999999999999,,,,,,,,
248,248,3.105702537083338e-132,0.9999999999999999,5.1433306796676096e-71,0.9999999999999999,,,,,,,,
249,249,3.858843165070185e-133,0.9999999999999999,1.2781232524179943e-71,0.9999999999999999,,,,,,,,
