,x,bDataA,bCDF_A,bDataB,bCDF_B,below,on,above,totals,losses,pushes,wins,LPWtotal
527,527,0.0,0.9999999999999999,9.562180556636633e-291,0.9999999999999999,,,,,,,,
528,528,0.0,0.9999999999999999,1.1205763765147667e-291,0.9999999999999999,,,,,,,,
529,529,0.0,0.9999999999999999,1.3107026289828461e-292,0.9999999999999999,,,,,,,,
530,530,0.0,0.9999999999999999,1.5301946125484876e-293,0.9999999999999999,,,,,,,,
531,531,0.0,0.9999999999999999,1.7830785848045878e-294,0.9999999999999999,,,,,,,,
532,532,0.0,0.9999999999999999,2.073849060386993e-295,0.9999999999999999,,,,,,,,
533,533,0.0,0.9999999999999999,2.407510496666685e-296,0.9999999999999999,,,,,,,,
534,534,0.0,0.9999999999999999,2.789620716145238e-297,0.9999999999999999,,,,,,,,
535,535,0.0,0.9999999999999999,3.2263359110238e-298,0.9999999999999999,,,,,,,,
536,536,0.0,0.9999999999999999,3.7244568369550806e-299,0.9999999999999999,,,,,,,,
537,537,0.0,0.9999999999999999,4.291477135606865e-300,0.9999999999999999,,,,,,,,
538,538,0.0,0.9999999999999999,4.935630393582642e-301,0.9999999999999999,,,,,,,,
539,539,0.0,0.9999999999999999,5.665939433369603e-302,0.9999999999999999,,,,,,,,
540,540,0.0,0.9999999999999999,6.492264586692351e-303,0.9999999999999999,,,,,,,,
541,541,0.0,0.9999999999999999,7.42534998945922e-304,0.9999999999999999,,,,,,,,
542,542,0.0,0.9999999999999999,8.476871673145895e-305,0.9999999999999999,,,,,,,,
543,543,0.0,0.9999999999999999,9.659479236340393e-306,0.9999999999999999,,,,,,,,
544,544,0.0,0.9999999999999999,1.0986837927607136e-306,0.9999999999999999,,,,,,,,
545,545,0.0,0.9999999999999999,1.2473665268828476e-307,0.9999999999999999,,,,,,,,
546,546,0.0,0.9999999999999999,1.413576333236222e-308,0.9999999999999999,,,,,,,,
547,547,0.0,0.9999999999999999,1.599004721044004e-309,0.9999999999999999,,,,,,,,
548,548,0.0,0.9999999999999999,1.80545617549615e-310,0.9999999999999999,,,,,,,,
549,549,0.0,0.9999999999999999,2.0348497318005e-311,0.9999999999999999,,,,,,,,
550,550,0.0,0.9999999999999999,2.289219091477e-312,0.9999999999999999,,,,,,,,
551,551,0.0,0.9999999999999999,2.5707119862e-313,0.9999999999999999,,,,,,,,
552,552,0.0,0.9999999999999999,2.881588637e-314,0.9999999999999999,,,,,,,,
553,553,0.0,0.9999999999999999,3.224218394e-315,0.9999999999999999,,,,,,,,
554,554,0.0,0.9999999999999999,3.60107557e-316,0.9999999999999999,,,,,,,,
555,555,0.0,0.9999999999999999,4.0147345e-317,0.9999999999999999,,,,,,,,
556,556,0.0,0.9999999999999999,4.46786e-318,0.9999999999999999,,,,,,,,
557,557,0.0,0.9999999999999999,4.9632e-319,0.9999999999999999,,,,,,,,
558,558,0.0,0.9999999999999999,5.5034e-320,0.9999999999999999,,,,,,,,
559,559,0.0,0.9999999999999999,6.09e-321,0.9999999999999999,,,,,,,,
560,560,0.0,0.9999999999999999,6.7e-322,0.9999999999999999,,,,,,,,
561,561,0.0,0.9999999999999999,7.4e-323,0.9999999999999999,,,,,,,,
562,562,0.0,0.9999999999999999,1e-323,0.9999999999999999,,,,,,,,
563,563,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
564,564,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
565,565,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
566,566,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
567,567,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
568,568,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
569,569,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
570,570,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
571,571,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
572,572,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
573,573,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
574,574,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
575,575,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
576,576,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
577,577,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
578,578,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
579,579,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
580,580,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
581,581,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
582,582,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
583,583,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
584,584,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
585,585,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
586,586,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
587,587,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
588,588,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
589,589,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
590,590,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
591,591,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
592,592,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
593,593,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
594,594,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
595,595,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
596,596,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
597,597,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
598,598,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
599,599,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
600,600,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
601,601,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
602,602,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
603,603,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
604,604,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
605,605,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
606,606,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
607,607,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
608,608,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
609,609,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
610,610,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
611,611,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
612,612,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
613,613,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
614,614,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
615,615,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
616,616,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
617,617,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
618,618,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
619,619,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
620,620,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
621,621,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
622,622,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
623,623,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
624,624,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
625,625,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
626,626,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
627,627,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
628,628,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
629,629,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
630,630,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
631,631,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
632,632,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
633,633,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
634,634,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
635,635,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
636,636,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
637,637,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
638,638,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
639,639,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
640,640,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
641,641,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
642,642,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
643,643,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
644,644,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
645,645,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
646,646,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
647,647,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
648,648,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
649,649,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
650,650,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
651,651,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
652,652,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
653,653,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
654,654,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
655,655,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
656,656,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
657,657,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
658,658,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
659,659,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
660,660,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
661,661,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
662,662,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
663,663,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
664,664,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
665,665,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
666,666,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
667,667,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
668,668,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
669,669,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
670,670,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
671,671,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
672,672,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
673,673,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
674,674,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
675,675,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
676,676,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
677,677,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
678,678,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
679,679,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
680,680,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
681,681,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
682,682,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
683,683,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
684,684,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
685,685,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
686,686,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
687,687,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
688,688,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
689,689,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
690,690,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
691,691,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
692,692,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
693,693,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
694,694,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
695,695,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
696,696,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
697,697,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
698,698,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
699,699,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
700,700,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
701,701,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
702,702,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
703,703,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
704,704,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
705,705,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
706,706,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
707,707,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
708,708,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
709,709,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
710,710,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
711,711,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
712,712,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
713,713,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
714,714,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
715,715,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
716,716,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
717,717,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
718,718,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
719,719,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
720,720,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
721,721,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
722,722,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
723,723,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
724,724,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
725,725,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
726,726,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
727,727,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
728,728,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
729,729,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
730,730,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
731,731,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
732,732,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
733,733,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
734,734,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
735,735,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
736,736,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
737,737,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
738,738,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
739,739,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
740,740,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
741,741,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
742,742,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
743,743,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
744,744,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
745,745,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
746,746,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
747,747,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
748,748,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
749,749,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
750,750,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
751,751,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
752,752,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
753,753,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
754,754,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
755,755,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
756,756,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
757,757,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
758,758,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
759,759,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
760,760,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
761,761,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
762,762,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
763,763,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
764,764,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
765,765,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
766,766,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
767,767,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
768,768,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
769,769,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
770,770,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
771,771,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
772,772,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
773,773,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
774,774,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
775,775,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
776,776,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
777,777,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
778,778,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
779,779,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
780,780,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
781,781,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
782,782,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
783,783,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
784,784,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
785,785,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
786,786,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
787,787,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
788,788,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
789,789,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
790,790,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
791,791,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
792,792,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
793,793,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
794,794,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
795,795,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
796,796,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
797,797,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
798,798,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
799,799,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
800,800,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
801,801,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
802,802,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
803,803,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
804,804,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
805,805,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
806,806,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
807,807,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
808,808,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
809,809,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
810,810,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
811,811,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
812,812,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
813,813,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
814,814,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
815,815,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
816,816,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
817,817,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
818,818,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
819,819,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
820,820,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
821,821,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
822,822,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
823,823,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
824,824,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
825,825,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
826,826,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
827,827,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
828,828,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
829,829,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
830,830,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
831,831,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
832,832,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
833,833,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
834,834,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
835,835,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
836,836,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
837,837,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
838,838,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
839,839,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
840,840,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
841,841,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
842,842,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
843,843,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
844,844,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
845,845,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
846,846,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
847,847,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
848,848,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
849,849,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
850,850,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
851,851,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
852,852,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
853,853,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
854,854,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
855,855,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
856,856,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
857,857,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
858,858,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
859,859,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
860,860,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
861,861,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
862,862,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
863,863,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
864,864,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
865,865,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
866,866,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
867,867,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
868,868,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
869,869,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
870,870,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
871,871,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
872,872,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
873,873,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
874,874,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
875,875,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
876,876,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
877,877,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
878,878,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
879,879,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
880,880,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
881,881,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
882,882,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
883,883,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
884,884,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
885,885,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
886,886,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
887,887,0.0,0.9999999999999999,0.0,0.9999999999999999,,,,,,,,
